% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
6.5	6.75	1	1	2	4	250	263500	250	263500	0.00924857	0.00237321	0.00492857	0.0129286	1054	0	1054	1054	
6.5	6.75	1	2	1	4	250	263500	250	263500	0.00924857	0.00237321	0.00492857	0.0129286	1054	0	1054	1054	
6.75	7	1	1	2	4	250	263500	250	263500	0.00924857	0.00237321	0.00492857	0.0129286	1054	0	1054	1054	
6.75	7	1	2	1	4	250	263500	250	263500	0.00924857	0.00237321	0.00492857	0.0129286	1054	0	1054	1054	
7	7.25	1	1	2	4	250	263500	250	263500	0.00924857	0.00237321	0.00492857	0.0129286	1054	0	1054	1054	
7	7.25	1	2	1	4	250	263500	250	263500	0.00924857	0.00237321	0.00492857	0.0129286	1054	0	1054	1054	
7.25	7.5	1	1	2	4	250	263500	251	264554	0.00923933	0.0023713	0.00492857	0.0129286	1054	0	1054	1054	
7.25	7.5	1	2	1	4	250	263500	251	264554	0.00923933	0.0023713	0.00492857	0.0129286	1054	0	1054	1054	
7.5	7.75	1	1	2	4	250	263500	250	263500	0.00922457	0.0023814	0.00492857	0.0129286	1054	0	1054	1054	
7.5	7.75	1	2	1	4	250	263500	250	263500	0.00922457	0.0023814	0.00492857	0.0129286	1054	0	1054	1054	
7.75	8	1	1	2	4	250	263500	250	263500	0.00922457	0.0023814	0.00492857	0.0129286	1054	0	1054	1054	
7.75	8	1	2	1	4	250	263500	250	263500	0.00922457	0.0023814	0.00492857	0.0129286	1054	0	1054	1054	
8	8.25	1	1	2	4	250	263500	250	263500	0.00922457	0.0023814	0.00492857	0.0129286	1054	0	1054	1054	
8	8.25	1	2	1	4	250	263500	250	263500	0.00922457	0.0023814	0.00492857	0.0129286	1054	0	1054	1054	
8.25	8.5	1	1	2	4	250	263500	250	263500	0.00922457	0.0023814	0.00492857	0.0129286	1054	0	1054	1054	
8.25	8.5	1	2	1	4	250	263500	250	263500	0.00922457	0.0023814	0.00492857	0.0129286	1054	0	1054	1054	
8.5	8.75	1	1	2	4	250	263500	251	264554	0.00920347	0.00239001	0.00492857	0.0129286	1054	0	1054	1054	
8.5	8.75	1	2	1	4	250	263500	251	264554	0.00920347	0.00239001	0.00492857	0.0129286	1054	0	1054	1054	
8.75	9	1	1	2	4	250	263500	250	263500	0.00920057	0.00239938	0.00492857	0.0129286	1054	0	1054	1054	
8.75	9	1	2	1	4	250	263500	250	263500	0.00920057	0.00239938	0.00492857	0.0129286	1054	0	1054	1054	
9	9.25	1	1	2	4	250	263500	250	263500	0.00920057	0.00239938	0.00492857	0.0129286	1054	0	1054	1054	
9	9.25	1	2	1	4	250	263500	250	263500	0.00920057	0.00239938	0.00492857	0.0129286	1054	0	1054	1054	
9.25	9.5	1	1	2	4	250	263500	250	263500	0.00920057	0.00239938	0.00492857	0.0129286	1054	0	1054	1054	
9.25	9.5	1	2	1	4	250	263500	250	263500	0.00920057	0.00239938	0.00492857	0.0129286	1054	0	1054	1054	
9.5	9.75	1	1	2	4	250	263500	250	263500	0.00920057	0.00239938	0.00492857	0.0129286	1054	0	1054	1054	
9.5	9.75	1	2	1	4	250	263500	250	263500	0.00920057	0.00239938	0.00492857	0.0129286	1054	0	1054	1054	
9.75	10	1	1	2	4	250	263500	251	264554	0.0091716	0.00242171	0.00492857	0.0129286	1054	0	1054	1054	
9.75	10	1	2	1	4	250	263500	251	264554	0.0091716	0.00242171	0.00492857	0.0129286	1054	0	1054	1054	
